article_id,title,source,date,url,query_family,query_id,query_used,crawl_priority,oil_role,final_label,confidence,reason,evidence_phrase
3180,FSSAI issues notices to 55 edible oil manufacturers,indiatimes.com,2024-07-09,https://timesofindia.indiatimes.com/city/ahmedabad/fssai-issues-notices-to-55-edible-oil-manufacturers/articleshow/111591411.cms,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.82,Edible-oil term appears close to adulteration/enforcement language.,FSSAI issues notices to 55 edible oil manufacturers https://timesofindia.indiatimes.com/city/ahmedabad/fssai-issues-notices-to-
638,"Food safety scandal: Fuel tanker trucks used to transport cooking oil in China, suggests report",indiatimes.com,2024-07-10,https://timesofindia.indiatimes.com/world/china/food-safety-scandal-fuel-tanker-trucks-used-to-transport-cooking-oil-in-china-suggests-report/articleshow/111628414.cms,boolean,boolean_core_oils_fraud,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.82,Edible-oil term appears close to adulteration/enforcement language.,"Food safety scandal: Fuel tanker trucks used to transport cooking oil in China, suggests report https://timesofindia.indiatimes.com/world/china/food-safety-sca"
635,What is the cooking oil contamination scandal in China? Here's all you need to know,indiatimes.com,2024-07-12,https://economictimes.indiatimes.com/news/international/us/what-is-the-cooking-oil-contamination-scandal-in-china-heres-all-you-need-to-know/articleshow/111669695.cms,boolean,boolean_core_oils_fraud,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,What is the cooking oil contamination scandal in China? Here's all you need to know https://economictimes.indiatimes.com/news/internation
3154,"Assam: Guwahati Police Seized Palm Oil-Laden Truck, 3 Thieves Arrested",sentinelassam.com,2024-09-02,https://www.sentinelassam.com/cities/guwahati-city/assam-guwahati-police-seized-palm-oil-laden-truck-3-thieves-arrested,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"Assam: Guwahati Police Seized Palm Oil-Laden Truck, 3 Thieves Arrested https://www.sentinelassam.com/cities/guwahati-city/assam-guwahati-p"
509,Vigilance Raids Target Illegal Edible Oil Hoarding Amid Festival Price Surge,indiatimes.com,2024-09-18,https://timesofindia.indiatimes.com/city/vijayawada/vigilance-raids-target-illegal-edible-oil-hoarding-amid-festival-price-surge/articleshow/113467007.cms,boolean,boolean_core_oils_fraud,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Vigilance Raids Target Illegal Edible Oil Hoarding Amid Festival Price Surge https://timesofindia.indiatimes.com/city/vijayawada/vigilance-ra
3410,Vigilance raids continue on hoarders of edible oils,thehansindia.com,2024-09-19,https://www.thehansindia.com/andhra-pradesh/vigilance-raids-continue-on-hoarders-of-edible-oils-908026,proximity,proximity_edible_oil_seized,"(""edible oil seized""~10 AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Vigilance raids continue on hoarders of edible oils https://www.thehansindia.com/andhra-pradesh/vigilance-raids-continue-on-hoarders-of-edible-oils-908026
505,FSSAI initiative shows uptick in used cooking oil collection in Kerala,newindianexpress.com,2024-09-25,https://www.newindianexpress.com/states/kerala/2024/Sep/25/fssai-initiative-shows-uptick-in-used-cooking-oil-collection-in-kerala,boolean,boolean_core_oils_fraud,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.82,Edible-oil term appears close to adulteration/enforcement language.,FSSAI initiative shows uptick in used cooking oil collection in Kerala https://www.newindianexpress.com/states/kerala/2024/Sep/25/fssai-ini
501,Hyderabad: Unsafe oil seized from Burger King,deccanchronicle.com,2024-10-01,https://www.deccanchronicle.com/southern-states/telangana/hyderabad-food-safety-dept-seizes-unsafe-cooking-oil-from-burger-king-outlet-1827348,boolean,boolean_core_oils_fraud,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Hyderabad: Unsafe oil seized from Burger King https://www.deccanchronicle.com/southern-states/telangana/hyderabad-food-sa
1797,Adulterated mustard oil behind 3 dropsy deaths in Nabha: report,hindustantimes.com,2024-10-14,https://www.hindustantimes.com/cities/chandigarh-news/adulterated-mustard-oil-behind-3-dropsy-deaths-in-nabha-report-101728847891766.html,boolean,boolean_named_oils_fraud,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Adulterated mustard oil behind 3 dropsy deaths in Nabha: report https://www.hindustantimes.com/cities/chandigarh-news/adult
3138,"FSSAI seizes 1,780 litres of reheated cooking oil, 306 kg of sweets for excessive use of colourants in Coimbatore",thehindu.com,2024-10-29,https://www.thehindu.com/news/cities/Coimbatore/fssai-seizes-1780-litres-of-reheated-cooking-oil-306-kg-of-sweets-for-excessive-use-of-colourants-in-coimbatore/article68810578.ece,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"FSSAI seizes 1,780 litres of reheated cooking oil, 306 kg of sweets for excessive use of colourants in Coimbatore https://www.thehindu.com/news/citie"
1752,"Food Safety Alert: Substandard Golgappa Water, Coffee, And Misbranded Mustard Oil In Una",ndtv.com,2024-11-21,https://food.ndtv.com/news/samples-of-golgappa-water-coffee-found-substandard-mustard-oil-mis-branded-in-himachals-una-7069957,boolean,boolean_named_oils_fraud,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"Food Safety Alert: Substandard Golgappa Water, Coffee, And Misbranded Mustard Oil In Una https://food.ndtv.com/news/samples-of-golgappa-water-coffee-found-substandard-mustard-oil-mis-branded-in-himachals-una-7069957"
438,"Dahod Police Bust Major Spurious Cooking Oil Racket, Seize Goods Worth Over Rs 15 Lakhs",indiatimes.com,2024-12-10,https://timesofindia.indiatimes.com/city/vadodara/dahod-police-bust-major-spurious-cooking-oil-racket-seize-goods-worth-over-rs-15-lakhs/articleshow/116183542.cms,boolean,boolean_core_oils_fraud,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"Dahod Police Bust Major Spurious Cooking Oil Racket, Seize Goods Worth Over Rs 15 Lakhs https://timesofindia.indiatimes.com/city/vadodara/dahod-police-bust-ma"
1724,Hc Questions Lack Of Local Testing Infra For Mustard Oil Adulteration,indiatimes.com,2024-12-15,https://timesofindia.indiatimes.com/city/chandigarh/hc-questions-lack-of-local-testing-infra-for-mustard-oil-adulteration/articleshow/116327780.cms,boolean,boolean_named_oils_fraud,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Hc Questions Lack Of Local Testing Infra For Mustard Oil Adulteration https://timesofindia.indiatimes.com/city/chandigarh/hc-questions-lack-of-local-testing-infra-for-mu
