corpus,food_pool,cause,cause_role,effect,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Milk,alpha gal syndrome,other,acuteeffect,1,1,0.9,https://www.newdelhitimes.com/meat-allergy-caused-by-ticks-getting-more-common-in-us-cdc-says/,"Six hours after dinner, she woke up nauseated"
News,Milk,bloating,other,fflo acuteeffect,1,1,0.7,https://www.news18.com/lifestyle/food/mumbai-family-tragedy-linked-to-watermelon-raises-questions-on-fruit-safety-and-combinations-10061421.html,certain combinations may lead to: Bloating Acidity Mild digestive discomfort
News,Milk,acidity,other,fflo acuteeffect,1,1,0.7,https://www.news18.com/lifestyle/food/mumbai-family-tragedy-linked-to-watermelon-raises-questions-on-fruit-safety-and-combinations-10061421.html,certain combinations may lead to: Bloating Acidity Mild digestive discomfort
News,Milk,ethylene glycol,adulterant,health risks to diabetic patients,1,1,0.85,https://www.deccanchronicle.com/southern-states/andhra-pradesh/rajamahendravaram-mp-urges-curb-on-hormone-injections-to-buffaloes-1939595,ethylene glycol is particularly dangerous for diabetic patients
News,Milk,plastic,adulterant,internal organ damage,1,1,0.8,https://www.news18.com/news/buzz/vet-in-karnataka-district-operates-on-cow-to-remove-21-kg-plastic-from-stomach-3981353.html,Plastic affects their internal organs
News,Milk,plastic,adulterant,cessation of regular food intake,1,1,0.8,https://www.news18.com/news/buzz/vet-in-karnataka-district-operates-on-cow-to-remove-21-kg-plastic-from-stomach-3981353.html,cows that eat plastic eventually stop eating their regular food
News,Milk,plastic,adulterant,inability to give milk,1,1,0.8,https://www.news18.com/news/buzz/vet-in-karnataka-district-operates-on-cow-to-remove-21-kg-plastic-from-stomach-3981353.html,"Eventually, they are not able to give milk"
News,Milk,plastic,adulterant,bloating,1,1,0.85,https://www.news18.com/news/buzz/vet-in-karnataka-district-operates-on-cow-to-remove-21-kg-plastic-from-stomach-3981353.html,cow started to suffer bloating
News,Milk,plastic,adulterant,reduced digestion capacity,1,1,0.85,https://www.news18.com/news/buzz/vet-in-karnataka-district-operates-on-cow-to-remove-21-kg-plastic-from-stomach-3981353.html,digestion capacity went down
News,Milk,nausea,other,fflo acuteeffect,1,1,0.85,https://www.hindustantimes.com/cities/others/andhra-milk-adulteration-govt-announces-rs-10-lakh-ex-gratia-for-deceased-101771840048537.html,"symptoms included nausea, vomiting and reduced urination"
News,Milk,reduced urination,other,fflo acuteeffect,1,1,0.85,https://www.hindustantimes.com/cities/others/andhra-milk-adulteration-govt-announces-rs-10-lakh-ex-gratia-for-deceased-101771840048537.html,"symptoms included nausea, vomiting and reduced urination"
News,Milk,prohibited synthetic ingredients,adulterant,food poisoning,1,1,0.9,https://www.thehansindia.com/telangana/cops-crack-down-on-paneer-adulteration-1087770,"pose significant public health risks, including food poisoning"
News,Milk,prohibited synthetic ingredients,adulterant,allergic reaction,1,1,0.9,https://www.thehansindia.com/telangana/cops-crack-down-on-paneer-adulteration-1087770,"pose significant public health risks, including food poisoning and allergic reactions"
News,Milk,raw vegetables,other,stomach infections,1,1,0.75,https://zeenews.india.com/lifestyle/5-foods-to-add-in-your-diet-to-prevent-allergies-and-infections-during-monsoon-2771238.html,Raw vegetables if not washed properly may carry harmful viruses and bacteria that can contribute to stomach infections
News,Milk,coconut shell husk,adulterant,jaundice,1,1,0.9,https://www.thehansindia.com/telangana/toxic-tea-powder-making-racket-busted-3-arrested-913450,Consuming substances like coconut shell husk can cause jaundice
News,Milk,coconut shell husk,adulterant,typhoid,1,1,0.9,https://www.thehansindia.com/telangana/toxic-tea-powder-making-racket-busted-3-arrested-913450,Consuming substances like coconut shell husk can cause jaundice and typhoid
News,Milk,chemical flavour,adulterant,allergic reaction,1,1,0.9,https://www.thehansindia.com/telangana/toxic-tea-powder-making-racket-busted-3-arrested-913450,chemical flavour may result in allergy
News,Milk,chemical flavour,adulterant,cancer/carcinogenicity,1,1,0.9,https://www.thehansindia.com/telangana/toxic-tea-powder-making-racket-busted-3-arrested-913450,chemical flavour may result in allergy or intestine cancer
News,Milk,embalming powder,adulterant,severe damage to body parts,1,1,0.9,https://indianexpress.com/article/cities/ahmedabad/woman-arrested-for-killing-3-year-old-son-in-ahmedabad-7452937/,Feeding fluid form of embalming powder can result in severe damage to body parts
News,Milk,lactobacillus paracasei,adulterant,healing inflammation,1,1,0.85,https://www.firstpost.com/health/best-probiotic-for-women-7-top-probiotics-for-healthier-gut-10547621.html,good in healing inflammation
News,Milk,commercial breast milk,other,privatization of public service,1,1,0.6,https://timesofindia.indiatimes.com/home/sunday-times/sale-of-breast-milk-raises-eyebrows/articleshow/92623732.cms,result in the privatization of a previously public service
News,Milk,sugarcane juice,other,hepatitis a,1,1,0.85,https://indianexpress.com/article/lifestyle/health-specials/which-navratri-mithai-wont-give-me-stomach-infection-8174434/,sugarcane juice... can lead to transmission of food and water-borne hepatitis A
News,Milk,salmonella,adulterant,acute diarrhoeal illness,1,1,0.85,https://indianexpress.com/article/lifestyle/health-specials/which-navratri-mithai-wont-give-me-stomach-infection-8174434/,contaminated with bacteria like Salmonella and Shigella dysenteriae and the vulnerable can easily land at hospital emergencies with acute diarrhoeal illness
News,Milk,shigella dysenteriae,adulterant,acute diarrhoeal illness,1,1,0.85,https://indianexpress.com/article/lifestyle/health-specials/which-navratri-mithai-wont-give-me-stomach-infection-8174434/,contaminated with bacteria like Salmonella and Shigella dysenteriae and the vulnerable can easily land at hospital emergencies with acute diarrhoeal illness
News,Milk,constant diarrhoea,other,dehydration,1,1,0.9,https://indianexpress.com/article/lifestyle/health-specials/which-navratri-mithai-wont-give-me-stomach-infection-8174434/,Constant diarrhoea and vomitting may lead to dehydration
News,Milk,vomiting,other,dehydration,1,1,0.9,https://indianexpress.com/article/lifestyle/health-specials/which-navratri-mithai-wont-give-me-stomach-infection-8174434/,Constant diarrhoea and vomitting may lead to dehydration
News,Milk,micro plastics,adulterant,numerous health problems,1,1,0.85,https://www.thehansindia.com/my-voice/myvoice-views-of-our-readers-9th-july-2023-808008,toxins from the plastics in the form of micro plastics have already entered our bodies through the food chain creating numerous health problems
News,Milk,acute renal dysfunction,other,fflo acuteeffect,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/ap-milk-contamination-death-toll-rises-to-13-1943271,acute renal dysfunction
News,Milk,abdominal pain,other,fflo acuteeffect,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/ap-milk-contamination-death-toll-rises-to-13-1943271,abdominal pain
News,Milk,artificial sugar syrups,adulterant,adverse effects on health,1,1,0.75,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,possibility of adverse effects on health by consuming this type of honey
News,Milk,high fructose corn syrup,adulterant,increases sugar level in the body,1,1,0.8,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,honey having fructose content increases the sugar level in the body
News,Milk,antibiotic residue,adulterant,evolution of drug resistant superbugs,1,1,0.85,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,Consumption of such antibiotic-laced honey may contribute to evolution of drug-resistant superbugs
News,Milk,cross contamination,other,storing prepared food and raw materials together,1,1,0.7,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,storing prepared food and raw materials together can cause cross-contamination
News,Milk,stale eggs,other,typhoid,1,1,0.9,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,"Eggs, if stale, can cause typhoid"
News,Milk,stale shawarma,other,non typhoidal salmonellosis,1,1,0.9,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,"Shawarma, if stale, can cause non-typhoidal salmonellosis"
News,Milk,spoiled raw egg,adulterant,typhoid,1,1,0.9,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,"The raw egg used in mayonnaise, its accompaniment, if spoiled, comes with the risk of causing typhoid"
News,Milk,food borne diseases,other,fflo acuteeffect,1,1,0.8,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,Food-borne diseases are mostly self-limiting (with short-term mild symptoms)
News,Milk,water,adulterant,gastrointestinal illness,1,1,0.9,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,drinking infected water causes gastroenteritis
News,Milk,water,adulterant,typhoid fever,1,1,0.9,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,typhoid fever due to contaminated food or water
News,Milk,unsafe food,other,diarrhoea,1,1,0.9,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,"unsafe food causing communicable diseases, such as diarrhoea"
News,Milk,contamination,other,viral enteritis,1,1,0.85,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,This leads to outbreaks of viral enteritis
News,Milk,energy dense food,other,obesity,1,1,0.9,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,Consumption of energy-dense food can lead to obesity
News,Milk,lead,adulterant,behavioral changes,1,1,0.85,https://economictimes.indiatimes.com/magazines/panache/how-do-toxic-substances-like-lead-end-up-in-baby-food/articleshow/97399836.cms,"Small amounts of lead, for instance, have been found to affect behavior"
News,Milk,lead,adulterant,iq reduction,1,1,0.85,https://economictimes.indiatimes.com/magazines/panache/how-do-toxic-substances-like-lead-end-up-in-baby-food/articleshow/97399836.cms,"Small amounts of lead, for instance, have been found to affect behavior, IQ"
News,Milk,arsenic,adulterant,cancer/carcinogenicity,1,1,0.9,https://economictimes.indiatimes.com/magazines/panache/how-do-toxic-substances-like-lead-end-up-in-baby-food/articleshow/97399836.cms,"arsenic, which is associated with cancer"
News,Milk,acute renal failure,other,multi-organ failure,1,1,0.85,https://scroll.in/latest/1091557/andhra-pradesh-toll-from-consuming-adulterated-milk-rises-to-16?utm_source=rss&utm_medium=public,organ failures were triggered by acute renal failure
News,Milk,water,adulterant,vomiting,1,1,0.9,https://www.freepressjournal.in/indore/indore-water-tragedy-survivors-recount-horror-after-consuming-contaminated-water,"Vomiting, diarrhoea and sudden collapse followed"
News,Milk,water,adulterant,sudden collapse,1,1,0.9,https://www.freepressjournal.in/indore/indore-water-tragedy-survivors-recount-horror-after-consuming-contaminated-water,"Vomiting, diarrhoea and sudden collapse followed"
News,Milk,death,other,fflo acuteeffect,1,1,0.8,https://www.freepressjournal.in/indore/indore-water-tragedy-survivors-recount-horror-after-consuming-contaminated-water,"ended in sudden illness, panic and death by morning"
News,Milk,water,adulterant,illness,1,1,0.9,https://www.freepressjournal.in/indore/indore-water-tragedy-survivors-recount-horror-after-consuming-contaminated-water,contaminated water made him sick
News,Milk,water,adulterant,illness in infants,1,1,0.85,https://www.freepressjournal.in/indore/indore-water-tragedy-survivors-recount-horror-after-consuming-contaminated-water,grandson just 11 months old is still fighting the same 'poisoned' water
News,Milk,contaminant,adulterant,death,1,1,0.9,https://www.freepressjournal.in/indore/indore-water-tragedy-survivors-recount-horror-after-consuming-contaminated-water,He drank the contaminated water and passed away.
News,Milk,addition of water to milk,other,introduction of foreign particles and contaminants,1,1,0.8,https://www.newindianexpress.com/states/tamil-nadu/2026/Jun/30/60-milk-procured-by-aavin-in-10-districts-fails-quality-norms,"addition of water to milk is considered adulteration, as it can introduce foreign particles and contaminants"
News,Milk,foodborne diseases,other,fflo acuteeffect,1,1,0.85,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,acute diarrheal diseases
News,Milk,detergent,adulterant,gastrointestinal discomfort,1,1,0.85,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,leading to issues such as gastrointestinal discomfort
News,Milk,detergent,adulterant,irritate the digestive tract,1,1,0.9,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,Detergents... can irritate the digestive tract
News,Milk,caustic soda,adulterant,irritate the digestive tract,1,1,0.9,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,Detergents and caustic soda can irritate the digestive tract
News,Milk,urea,adulterant,multi-organ failure,1,1,0.9,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,substances like urea and formalin... may lead to... organ failure
News,Milk,formalin/formaldehyde,adulterant,metabolic disturbances,1,1,0.9,https://nagalandpost.com/unsafe-at-every-bite-indias-silent-food-safety-epidemic/,substances like urea and formalin... may lead to metabolic disturbances
