corpus,food_pool,subject,predicate,object,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Ghee,Seizure of adulterated sweets,targets,sweets,1,1,0.9,https://www.freepressjournal.in/mumbai/mumbai-borivali-police-seizes-adulterated-sweets-worth-31-lakh-ahead-of-diwali,seized sweets made from adulterated ingredients
News,Ghee,21 cases against production of adulterated food items,issuedby,Commissionerate Police,1,1,0.9,https://www.newindianexpress.com/states/odisha/2021/jan/08/poison-on-the-plate-markets-see-rise-in-fake-food-products-2247212.html,Commissionerate Police alone registered 21 cases against production of adulterated food items
News,Ghee,arrest of 25 persons,issuedby,Commissionerate Police,1,1,0.85,https://www.newindianexpress.com/states/odisha/2021/jan/08/poison-on-the-plate-markets-see-rise-in-fake-food-products-2247212.html,Commissionerate Police alone registered 21 cases and arrested 25 persons
News,Ghee,ghee adulteration finding,triggeredaction,license suspension of A.R. Dairy,1,1,0.95,https://www.livemint.com/news/fssai-suspends-ar-dairy-licence-ghee-adulteration-false-information-11755422633259.html,FSSAI has suspended the license... follows a detailed investigation
News,Ghee,license suspension of A.R. Dairy,issuedby,FSSAI,1,1,0.95,https://www.livemint.com/news/fssai-suspends-ar-dairy-licence-ghee-adulteration-false-information-11755422633259.html,The Food Safety and Standards Authority of India (FSSAI) has suspended the license of A.R. Dairy Food Pvt. Ltd
News,Ghee,Suspension order,issuedby,FSSAI,1,1,0.95,https://www.livemint.com/news/fssai-suspends-ar-dairy-licence-ghee-adulteration-false-information-11755422633259.html,"The suspension order, seen by Mint"
News,Ghee,FDA statewide crackdown,issuedby,FDA,1,1,0.95,https://www.hindustantimes.com/cities/mumbai-news/fda-food-safety-drive-33-held-27-units-sealed-101779995607008.html,Tukaram Mundhe launched a statewide crackdown on food adulteration
News,Ghee,FDA statewide crackdown,targets,gutkha,1,1,0.9,https://www.hindustantimes.com/cities/mumbai-news/fda-food-safety-drive-33-held-27-units-sealed-101779995607008.html,"targeted organised adulteration rackets, banned products such as gutkha"
News,Ghee,enforcement actions,targets,food business operators selling plant-based ghee or butter products,1,1,0.9,https://www.thehindubusinessline.com/economy/fssai-asks-state-food-safety-commissioners-to-check-on-products-being-sold-as-plant-based-ghee/article66428775.ece,"take ""enforcement actions"" against such food business operators who were selling plant-based ghee or butter products"
News,Ghee,E-Trade Place of Worship programme,targets,religious establishments,1,1,0.8,https://www.freepressjournal.in/mumbai/maharashtra-news-fda-to-train-1-lakh-food-handlers-under-fostac-expand-safety-checks-to-temples,inspects and certifies hygiene and food safety standards at religious establishments
News,Ghee,IncidentFinding: foreign fats in ghee,triggeredaction,show-cause notices to AR Dairy Foods,1,1,0.85,https://www.deccanchronicle.com/southern-states/andhra-pradesh/ttd-files-plaint-against-ar-dairy-for-supplying-adulterated-ghee-to-tirupati-temple-1825945,"Following these findings, TTD issued show-cause notices"
News,Ghee,NDDB results revealing foreign fats in ghee,triggeredaction,police complaint,1,1,0.85,https://www.deccanchronicle.com/southern-states/andhra-pradesh/ttd-files-plaint-against-ar-dairy-for-supplying-adulterated-ghee-to-tirupati-temple-1825945,"The complaint, lodged with the Tirupati East police on Wednesday, comes after the recent row over use of substandard ghee"
News,Ghee,Maharashtra FDA crackdown on gutkha and food adulteration,issuedby,Maharashtra Food and Drug Administration,1,1,0.95,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-food-adulteration-33-arrested-19-units-sealed-in-mumbai,The Maharashtra Food and Drug Administration launched a massive statewide crackdown
News,Ghee,Maharashtra FDA crackdown on gutkha and food adulteration,targets,gutkha,1,1,0.9,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-food-adulteration-33-arrested-19-units-sealed-in-mumbai,crackdown on banned gutkha sales
News,Ghee,Maharashtra FDA crackdown on gutkha and food adulteration,targets,adulterated food products,1,1,0.9,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-food-adulteration-33-arrested-19-units-sealed-in-mumbai,"targeting illegal gutkha trade, adulterated food products and unhygienic manufacturing units"
News,Ghee,Maharashtra FDA crackdown on gutkha and food adulteration,targets,paan masala,1,1,0.9,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-food-adulteration-33-arrested-19-units-sealed-in-mumbai,"sale and storage of banned gutkha, paan masala"
News,Ghee,Sankalp Ann Surakshecha – San Maharashtra Cha,targets,milk,1,1,0.85,https://www.freepressjournal.in/mumbai/maharashtra-fda-faces-staff-shortage-strengthens-labs-amid-festive-food-safety-drive,Food items tested include milk
News,Ghee,seizure of spurious ghee,issuedby,Food Safety and Drug Control,1,1,0.9,https://www.thehansindia.com/news/national/13700-litres-of-spurious-ghee-seized-from-a-factory-in-jaipur-879061,"Under a campaign against adulteration by Food Safety and Drug Control, about 13,700 litres of spurious ghee was seized"
News,Ghee,FSSAI,targets,sweet shops,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/sweet-shops-of-this-city-under-fssai-surveillance-ahead-of-diwali/articleshow/114432142.cms,directed the officers to step up the surveillance of sweet shops
News,Ghee,Telangana Food Safety Department,issuedby,Raid on Creamline Dairy Products Limited,1,1,0.85,https://www.siasat.com/dead-lizard-found-during-raid-at-dairy-unit-near-hyderabad-3174622/,task force team from the Telangana Food Safety Department conducted raids
News,Ghee,Delhi Police bust of adulterated ghee racket,issuedby,Delhi Police,1,1,0.9,https://indianexpress.com/article/cities/delhi/fake-ghee-racket-busted-diwali-2-arrested-10296351/,The Delhi Police busted an adulterated ghee racket
News,Ghee,fine of Rs. 4 lakhs,issuedby,additional district magistrate (City),1,1,0.9,https://timesofindia.indiatimes.com/city/kanpur/ghee-found-adulterated-shop-owner-fined-of-4l/articleshow/109018165.cms,additional district magistrate (City) on Wednesday imposed a total fine of Rs. 4 lakhs
News,Ghee,Preliminary check finding of unsafe loose ghee,triggeredaction,Discarding unsafe loose ghee,1,1,0.85,https://timesofindia.indiatimes.com/city/hyderabad/unlicensed-dairy-unit-raided-ghee-milk-worth-rs-7-lakh-seized/articleshow/130401443.cms,loose ghee deemed unsafe during preliminary checks was discarded
News,Ghee,non-compliant establishments,triggeredaction,Show-cause notice,1,1,0.85,https://timesofindia.indiatimes.com/city/hyderabad/unlicensed-dairy-unit-raided-ghee-milk-worth-rs-7-lakh-seized/articleshow/130401443.cms,show-cause notices to non-compliant establishments
News,Ghee,ban on Chinese kiting thread,issuedby,District administration,1,1,0.9,https://www.freepressjournal.in/ujjain/chinese-kite-flying-thread-worth-rs-531l-seized,District administration has banned Chinese kiting thread
News,Ghee,"3,614 convictions",issuedby,FSSAI,1,1,0.9,https://assamtribune.com/national/fssai-finds-violations-after-testing-518-lakh-food-samples-1609541,"led to 88,192 penalties and 3,614 convictions"
News,Ghee,adulterated ghee incident,triggeredaction,impartial inquiry,1,1,0.85,https://www.thehindu.com/news/national/andhra-pradesh/ghee-adulteration-unpardonable-says-mantralayam-pontiff/article70643565.ece,called for an impartial inquiry into the matter
News,Ghee,adulterated ghee incident,triggeredaction,prosecution of suppliers,1,1,0.85,https://www.thehindu.com/news/national/andhra-pradesh/ghee-adulteration-unpardonable-says-mantralayam-pontiff/article70643565.ece,demanded that those responsible for supplying adulterated ghee be brought to justice
News,Ghee,demolition of illegal fat-rendering factory,issuedby,Khandwa Municipal Corporation,1,1,0.95,https://www.freepressjournal.in/indore/bulldozer-action-against-fake-ghee-unit-in-mps-khandwa-owner-fails-to-show-documents,The Khandwa Municipal Corporation on Thursday morning began demolishing an illegal fat-rendering factory
News,Ghee,suspension of municipal employees,issuedby,Khandwa Municipal Corporation,1,1,0.95,https://www.freepressjournal.in/indore/bulldozer-action-against-fake-ghee-unit-in-mps-khandwa-owner-fails-to-show-documents,She also announced the immediate suspension of two municipal employees
News,Ghee,show cause notice to A R Diary Food Private Ltd,issuedby,FSSAI,1,1,0.95,https://www.thehansindia.com/news/national/fssai-issues-show-cause-notice-to-ghee-supplier-909190,FSSAI has issued a show cause notice to a Tamil Nadu-based firm
News,Ghee,"seizure of mawa, sweets and ghee",issuedby,Food Safety Department,1,1,0.95,https://www.freepressjournal.in/indore/indore-news-food-dept-seizes-1264-lakh-worth-mawa-sweets-ghee-in-major-crackdown,"Food Safety Department took another major action on Tuesday and seized mawa, sweets and ghee"
News,Ghee,"seizure of mawa, sweets and ghee",targets,mawa,1,1,0.95,https://www.freepressjournal.in/indore/indore-news-food-dept-seizes-1264-lakh-worth-mawa-sweets-ghee-in-major-crackdown,"seized mawa, sweets and ghee"
News,Ghee,"seizure of mawa, sweets and ghee",targets,sweets,1,1,0.95,https://www.freepressjournal.in/indore/indore-news-food-dept-seizes-1264-lakh-worth-mawa-sweets-ghee-in-major-crackdown,"seized mawa, sweets and ghee"
News,Ghee,stringent action,issuedby,Food Safety Department,1,1,0.85,https://www.thehindu.com/news/cities/Madurai/food-safety-license-must-for-temporary-shops-manufacturers-of-sweets-savouries-says-virudhunagar-collector/article70122107.ece,take stringent action against those having goods of poor quality
News,Ghee,Food Safety Department,targets,manufacturing units and shops,1,1,0.85,https://www.thehindu.com/news/cities/Madurai/food-safety-license-must-for-temporary-shops-manufacturers-of-sweets-savouries-says-virudhunagar-collector/article70122107.ece,inspect those manufacturing units and shops
News,Ghee,Shakti Milk contamination finding,triggeredaction,immediate rectification notice,1,1,0.85,https://www.deccanchronicle.com/southern-states/telangana/many-restaurants-violated-food-safety-rules-task-force-officials-1858555,Both FBOs were issued notices for immediate rectification
News,Ghee,Ghee Purity Testing Drive,issuedby,FSSAI,1,1,0.95,https://www.freepressjournal.in/bhopal/fssai-launches-ghee-purity-testing-drive-in-madhya-pradesh-ahead-of-festive-season-samples-sent-to-bhopal-indore-labs,FSSAI has launched a special month-long drive
News,Ghee,Ghee Purity Testing Drive,targets,ghee,1,1,0.95,https://www.freepressjournal.in/bhopal/fssai-launches-ghee-purity-testing-drive-in-madhya-pradesh-ahead-of-festive-season-samples-sent-to-bhopal-indore-labs,"To ensure the purity of ghee being sold in the market, the Food Safety and Standards Authority of India (FSSAI) has launched a special month-long drive across Madhya Pradesh in July."
News,Ghee,Strict legal action,issuedby,FSSAI,1,1,0.85,https://www.freepressjournal.in/bhopal/fssai-launches-ghee-purity-testing-drive-in-madhya-pradesh-ahead-of-festive-season-samples-sent-to-bhopal-indore-labs,FSSAI will take action based on quality standards
News,Ghee,ghee adulteration incident,triggeredaction,prosecution of officials,1,1,0.9,https://timesofindia.indiatimes.com/city/vijayawada/ap-cabinet-to-seek-further-probe-into-ttd-officials-role-in-procuring-adulterated-ghee/articleshow/127891842.cms,Govt may file application before trial court seeking to prosecute those not named as accused
News,Ghee,harsh fines for noncompliance,issuedby,regulatory agencies,1,1,0.85,https://www.thehindubusinessline.com/economy/agri-business/from-farm-to-table-tracing-ghee-adulteration-in-dairy-production/article67621435.ece,applying harsh fines for noncompliance
News,Ghee,Kanpur Adulteration Enforcement Drive,issuedby,UPFSDA,1,1,0.85,https://economictimes.indiatimes.com/news/new-updates/14000-litres-of-adulterated-oil-1320-kg-of-rotten-dates-and-fake-ghee-seized-in-kanpur-raid-fssai-upfsda-issue-warning-ahead-of-festival-season/articleshow/128755875.cms,FSSAI & UPFSDA issue warning ahead of festival season
News,Ghee,FSDA,targets,dairy units,1,1,0.8,https://economictimes.indiatimes.com/news/new-updates/14000-litres-of-adulterated-oil-1320-kg-of-rotten-dates-and-fake-ghee-seized-in-kanpur-raid-fssai-upfsda-issue-warning-ahead-of-festival-season/articleshow/128755875.cms,"sudden inspections of warehouses, food outlets and dairy units"
News,Ghee,Food safety raids,issuedby,Cyberabad police commissionarate,1,1,0.9,https://www.siasat.com/adulterated-ghee-paneer-seized-in-raids-on-hyderabad-manufacturing-units-3241491/,Food safety raids were conducted... by the Cyberabad police commissionarate
News,Ghee,"seizure of 3,000kg duplicate ghee",triggeredaction,"seizure of 3,000kg duplicate ghee",1,1,0.85,https://timesofindia.indiatimes.com/city/jaipur/3000kg-fake-ghee-of-big-brands-seized/articleshow/100908720.cms,"seized 3,000 kilogram of duplicate ghee"
News,Ghee,inquiry committee formation,issuedby,Andhra Pradesh cabinet,1,1,0.9,https://www.hindustantimes.com/india-news/andhra-to-form-panel-to-identify-real-culprits-of-tirumala-ghee-adulteration-101770148393113.html,Andhra Pradesh's cabinet will form an inquiry committee
News,Ghee,Deficiencies found in RK Dairy,triggeredaction,Improvement notice,1,1,0.85,https://timesofindia.indiatimes.com/city/jaipur/ghee-sample-fails-quality-test/articleshow/108690337.cms,Improvement notice has been given under the Food Safety Act after deficiencies were found in RK Dairy
News,Ghee,Special Investigation Team,targets,Tirupati laddu,1,1,0.85,https://www.financialexpress.com/india-news/tirupati-laddu-row-supreme-court-rejects-petition-for-cbi-probe-into-adulterated-laddu-case/3659952/,independent five-member Special Investigation Team (SIT) to probe these allegations
News,Ghee,raids,issuedby,government agencies,1,1,0.85,https://www.thehansindia.com/telangana/hyderabad-turning-into-capital-of-adulterated-food-1063581,recently intensified raids by various government agencies
News,Ghee,setting up of a vigilance squad,targets,fake dairy products,1,1,0.85,https://www.thehindu.com/news/national/karnataka/four-arrested-in-nandini-ghee-adulteration-racket-case/article38059298.ece,counter the distribution of fake dairy products
News,Ghee,sealing of 27 establishments,issuedby,Maharashtra Food and Drug Administration,1,1,0.95,https://www.hindustantimes.com/cities/mumbai-news/33-held-27-establishments-sealed-in-maharashtra-fda-s-three-day-drive-101780125189075.html,sealed 27 establishments during a three-day statewide drive
News,Ghee,special state-wide inspection drive,targets,food items,1,1,0.8,https://www.mid-day.com/mumbai/mumbai-news/article/maharashtra-fda-launches-crackdown-on-food-adulteration-ahead-of-festive-season-23597026,inspection drive to curb adulteration in food items
News,Ghee,destruction of 200 kg of pedas,issuedby,Food Safety Department,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/200-kg-of-unhygienic-and-adulterated-peda-destroyed-how-to-make-preservative-free-peda-at-home-for-bhog/articleshow/131264886.cms,Food Safety Department destroyed almost 200 kg of pedas
News,Ghee,destruction of 200 kg of pedas,targets,peda,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/200-kg-of-unhygienic-and-adulterated-peda-destroyed-how-to-make-preservative-free-peda-at-home-for-bhog/articleshow/131264886.cms,destroyed almost 200 kg of pedas
