food,adulterant_or_substitute,news_triplet_rows,news_distinct_articles,mean_model_confidence,confidence_weighted_article_support,fssai_baseline_direct_pair_rows,fssai_baseline_candidate_mentions,fssai_baseline_candidate_method_rows,news_candidate_method_rows,fssai_baseline_method_examples,news_method_examples,news_health_relation_articles,locally_linked_effects,baseline_gap_class,test_coverage_class,priority_score_0_100,priority_interpretation,example_url,example_evidence
undercooked beef,e coli,1,1,0.9,0.9,0,4,1,2,IS :14397 --producesindicator--> E.coli,E. coli --detectedby--> microbiological testing facilities; E. coli outbreak linked to salads --identifies--> E. coli,5,diarrhoea (3); gastrointestinal illness (2); stomach pain (2); kidney damage (1); hemolytic uremic syndrome (1); vomiting (1); low fever (1); uti (1),"candidate represented, but food-adulterant relation absent",candidate-specific method relation represented,65.24,heuristic discovery rank; not a prevalence or risk estimate,https://economictimes.indiatimes.com/news/web-stories/8-bacteria-you-might-be-eating-every-day-but-shouldnt/slideshow/122494392.cms,"Found in: raw vegetables, undercooked beef, contaminated water"
Paneer,analogue paneer,4,4,0.925,3.7,0,0,0,0,,,1,food poisoning (1); allergic reaction (1),candidate not represented in FSSAI baseline,no candidate-specific method relation represented,65.06,heuristic discovery rank; not a prevalence or risk estimate,https://economictimes.indiatimes.com/industry/cons-products/food/maharashtra-dairy-industry-seeks-ban-on-fake-paneer/articleshow/119595536.cms,"Analogue paneer – made primarily from vegetable oil and other ingredients like cheap milk powder, maize flour and maida – is used as a substitute of traditional paneer."
Milk,edible oil,18,12,0.8917,10.9,0,3,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,65.04,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/cities/mumbai/maharashtra-fda-gutkha-food-adulteration-crackdown-10713418/,"adulteration of cow milk, with edible oil being used"
Edible/cooking oil,acrolein,1,1,0.95,0.95,0,0,0,0,,,2,oxidative stress (1); inflammation (1); cancer/carcinogenicity (1),candidate not represented in FSSAI baseline,no candidate-specific method relation represented,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/states/tamil-nadu/2024/Aug/03/collection-of-reused-cooking-oil-from-eateries-goes-up-three-fold-in-madurai,"releases Acrolein, which is a potential carcinogen"
Ghee,synthetic colours,1,1,0.95,0.95,0,0,0,1,,Fake Paneer Incident Finding --identifies--> synthetic colours,2,health problems (1); stomach infections (1); skin infections (1),candidate not represented in FSSAI baseline,method signal occurs in news only,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/delhi/delhi-police-bust-counterfeit-oil-and-ghee-manufacturing-units/articleshow/124390886.cms,The gang mixed vanaspati ghee and refined oil with chemicals and synthetic colours
Milk,aflatoxins,1,1,0.95,0.95,0,0,0,1,,aflatoxins --detectedby--> LC-MS,2,long term health complications (1); cancer/carcinogenicity (1),candidate not represented in FSSAI baseline,method signal occurs in news only,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/ludhiana/study-at-ludhiana-veterinary-university-links-contaminated-cattle-feed-to-toxins-detected-in-milk-/articleshow/125939018.cms,harmful levels of aflatoxins in milk
Milk,thallium,1,1,0.95,0.95,0,0,0,4,,Thallium --detectedby--> MLC; Thallium --detectedby--> medical test; Hospital confirmation of thallium in Shah's blood --identifies--> thallium; finding of thallium in Kamalkant Shah's blood --identifies--> thallium,2,death (3); sudden hair fall (1); coma (1),candidate not represented in FSSAI baseline,method signal occurs in news only,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/mumbai/husband-killer-her-lover-murdered-mom-in-law-too-in-mumbai/articleshow/96013832.cms,"gave her mother-in-law and later her husband a mixture of both substances seven to eight times a day in water, tender cocounut and ukala (flavoured milk)"
Soybean oil,vitamin d,1,1,0.95,0.95,0,0,0,2,,preliminary analysis of an oil sample --identifies--> Vitamin D; Vitamin D --detectedby--> fflo:LaboratoryTest,2,hypervitaminosis d (3); acute kidney distress (1); vomiting (1); extreme weakness (1),candidate not represented in FSSAI baseline,method signal occurs in news only,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,consumed refined soyabean oil with high levels of Vitamin D
cake,synthetic colours,1,1,0.95,0.95,0,0,0,1,,Fake Paneer Incident Finding --identifies--> synthetic colours,2,health problems (1); stomach infections (1); skin infections (1),candidate not represented in FSSAI baseline,method signal occurs in news only,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/national/andhra-pradesh/food-safety-officers-find-hygiene-violations-at-bakeries-in-vijayawada/article69089538.ece,excess use of synthetic colours in cakes
chilli powder,rhodamine B,1,1,0.95,0.95,0,0,0,0,,,2,cancer/carcinogenicity (2); liver damage (1),candidate not represented in FSSAI baseline,no candidate-specific method relation represented,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.sentinelassam.com/more-news/editorial/food-adulteration,"chilli powder may be easily mixed with lead chromate, brick powder, or non-permitted artificial dyes like metanil yellow and Rhodamine B"
cool drinks,phosphoric acid,1,1,0.95,0.95,0,3,0,0,,,2,weakens bones (1); bone weakening (1),"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://thelogicalindian.com/detergent-powder-found-in-ice-cream-bone-weakening-chemicals-detected-in-soft-drinks-across-karnataka/,bone-weakening phosphoric acid in cool drinks
cotton candy,rhodamine B,1,1,0.95,0.95,0,0,0,0,,,2,cancer/carcinogenicity (2); liver damage (1),candidate not represented in FSSAI baseline,no candidate-specific method relation represented,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/sci-tech/health/auramine-in-indian-food-why-a-banned-dye-keeps-returning-explained/article70313811.ece,rhodamine B in cotton candy
fish,thallium,1,1,0.95,0.95,0,0,0,4,,Thallium --detectedby--> MLC; Thallium --detectedby--> medical test; Hospital confirmation of thallium in Shah's blood --identifies--> thallium; finding of thallium in Kamalkant Shah's blood --identifies--> thallium,2,death (3); sudden hair fall (1); coma (1),candidate not represented in FSSAI baseline,method signal occurs in news only,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.newindianexpress.com/cities/delhi/2021/mar/25/delhi-based-builder-arrested-tries-to-kill-in-laws-with-slow-poison-thallium-2281421.html,"mixed thallium, a slow poison"
fortified oil,vitamin d,1,1,0.95,0.95,0,0,0,2,,preliminary analysis of an oil sample --identifies--> Vitamin D; Vitamin D --detectedby--> fflo:LaboratoryTest,2,hypervitaminosis d (3); acute kidney distress (1); vomiting (1); extreme weakness (1),candidate not represented in FSSAI baseline,method signal occurs in news only,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/chandigarh/the-vitamin-d-trap-how-fortified-oil-poisoned-punjab-homes/articleshow/126219580.cms,infused with excessive Vitamin D
ginger garlic paste,synthetic colours,1,1,0.95,0.95,0,0,0,1,,Fake Paneer Incident Finding --identifies--> synthetic colours,2,health problems (1); stomach infections (1); skin infections (1),candidate not represented in FSSAI baseline,method signal occurs in news only,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/explained/hyderabad-police-h-fast-food-adulteration-team-10595262/,"Manufactured using acetic acid, synthetic colours, and gum powder"
oil,vitamin d,1,1,0.95,0.95,0,0,0,2,,preliminary analysis of an oil sample --identifies--> Vitamin D; Vitamin D --detectedby--> fflo:LaboratoryTest,2,hypervitaminosis d (3); acute kidney distress (1); vomiting (1); extreme weakness (1),candidate not represented in FSSAI baseline,method signal occurs in news only,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/chandigarh/the-vitamin-d-trap-how-fortified-oil-poisoned-punjab-homes/articleshow/126219580.cms,"infused the oil with excessive, toxic concentrations of Vitamin D"
rapeseed oil,tri ortho cresyl phosphate,1,1,0.95,0.95,0,0,0,0,,,2,neurological effects (3); vomiting (1); diarrhoea (1); ascending motor paralysis (1); reproductive toxicity (1); immunotoxicity (1); permanent paralysis (1),candidate not represented in FSSAI baseline,no candidate-specific method relation represented,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/lifestyle/food-wine/oil-adulteration-test-fssai-7513100/,sold rapeseed oil containing TOCP
rice,plastic,1,1,0.95,0.95,0,0,0,3,,plastic --detectedby--> water float test; plastic --detectedby--> burn smell test; plastic --detectedby--> hot oil melt test,2,internal organ damage (1); cessation of regular food intake (1); inability to give milk (1); bloating (1); reduced digestion capacity (1); various ailments (1),candidate not represented in FSSAI baseline,method signal occurs in news only,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,Plastic adulteration in rice can be tested
sweets,artificial dyes,1,1,0.95,0.95,0,0,0,0,,,2,nausea (1); long term health risks (1),candidate not represented in FSSAI baseline,no candidate-specific method relation represented,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/ranchi/building-a-healthy-platter/articleshow/121853891.cms,Sweets tested in the laboratory have even found artificial dyes used in garment factories
turmeric,rhodamine B,1,1,0.95,0.95,0,0,0,0,,,2,cancer/carcinogenicity (2); liver damage (1),candidate not represented in FSSAI baseline,no candidate-specific method relation represented,64.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.sentinelassam.com/more-news/editorial/food-adulteration,"turmeric and chilli powder may be easily mixed with lead chromate, brick powder, or non-permitted artificial dyes like metanil yellow and Rhodamine B"
Milk,salmonella,2,2,0.825,1.65,0,38,17,1,IS 5887: Part 3 --detectedby--> Salmonella; IS 5887: Part 3 --identifies--> Salmonella; Salmonella --detectedby--> IS 5887: Part 3; Salmonella --detectedby--> ISO 6579; ISO:6579 --detectedby--> Salmonella,Salmonella --detectedby--> microbiological testing facilities,5,salmonellosis (2); acute diarrhoeal illness (1); intestinal infections (1); fever (1); diarrhoea (1),"candidate represented, but food-adulterant relation absent",candidate-specific method relation represented,64.8,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/lifestyle/food-wine/foodborne-illnesses-contamination-heat-summer-health-diet-india-9385491/,unpasteurized milk products are popular sources
Khoya/mawa,refined oil,3,3,0.8333,2.5,0,2,0,1,,refined oil --detectedby--> butyro-refractometer technology,2,serious health risk (2),"candidate represented, but food-adulterant relation absent",method signal occurs in news only,64.64,heuristic discovery rank; not a prevalence or risk estimate,https://www.tribuneindia.com/news/chandigarh/festive-season-spurious-khoya-seized-from-ambala-dairy-440791,using refined oil in preparing khoya
Tirupati laddu,animal fat,19,15,0.8395,12.65,0,3,0,22,,ghee adulteration finding --identifies--> animal fats; animal fat detection in ghee --identifies--> animal fat; animal fat --detectedby--> LaboratoryTest; ghee adulteration finding --identifies--> animal fat; IncidentFinding: ghee adulterated with animal fat --identifies--> animal fat,0,,"candidate represented, but food-adulterant relation absent",method signal occurs in news only,64.34,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindubusinessline.com/news/ed-to-probe-money-laundering-in-adulterated-tirupati-laddu-scam/article70616167.ece,animal fat was used in preparing Tirupati laddus
Ghee,water,3,3,0.7667,2.3,0,335,1,75,Concentrates of fruit nectar --inputto--> physical removal of water,"Water test --producesindicator--> ghee floats; warm water test --producesindicator--> lathering; warm water dissolution test --producesindicator--> milky, cloudy, or frothy water; toor dal water test --producesindicator--> water turns light red; Water test --producesindicator--> ghee sinks",8,death (6); diarrhoea (4); cardiac arrest (2); gastrointestinal illness (1); typhoid fever (1); vomiting (1); sudden collapse (1); illness (1),"candidate represented, but food-adulterant relation absent",candidate-specific method relation represented,64.31,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/food-news/575-liters-of-adulterated-ghee-and-7000-kg-of-ginger-garlic-paste-seized-in-hyderabad-how-to-do-a-purity-check-at-home/articleshow/122246421.cms,The burnt smell could be because of the presence of water
